petal_height,petal_width,opening_degree,layer_index,curvature_intensity,bone_root_start_x,bone_root_start_y,bone_root_end_x,bone_root_end_y,bone_middle_start_x,bone_middle_start_y,bone_middle_end_x,bone_middle_end_y,bone_left_start_x,bone_left_start_y,bone_left_end_x,bone_left_end_y,bone_right_start_x,bone_right_start_y,bone_right_end_x,bone_right_end_y
0.586625,0.396533,0.341738,1,1.108639,0.0,0.0,0.0,0.164015,0.0,0.158389,0.0,0.329483,0.0,0.343175,-0.121509,0.480846,0.0,0.343175,0.118586,0.464079
2.706435,0.669117,0.402643,1,1.04433,0.0,0.0,0.0,0.717409,0.0,0.730737,0.0,1.590866,0.0,1.583264,-0.205987,2.23091,0.0,1.583264,0.203991,2.274584
2.57002,0.469151,0.459548,1,1.003473,0.0,0.0,0.0,0.718967,0.0,0.693906,0.0,1.540411,0.0,1.503462,-0.150464,1.990864,0.0,1.503462,0.143528,2.033901
1.796047,0.237517,0.972051,2,0.998985,0.0,0.0,0.0,0.53498,0.0,0.538814,0.0,1.110574,0.0,1.167431,-0.101989,1.667087,0.0,1.167431,0.104318,1.593918
1.888714,0.562898,0.652405,2,1.003851,0.0,0.0,0.0,0.547375,0.0,0.566614,0.0,1.21377,0.0,1.227664,-0.198972,1.591952,0.0,1.227664,0.194261,1.719575
3.325913,1.372575,0.114267,0,0.904849,0.0,0.0,0.0,0.813015,0.0,0.798219,0.0,1.851975,0.0,1.729475,-0.325425,2.357047,0.0,1.729475,0.337914,2.300438
3.529969,0.946632,0.438063,2,0.769482,0.0,0.0,0.0,1.033339,0.0,1.058991,0.0,2.404357,0.0,2.29448,-0.280159,3.097788,0.0,2.29448,0.27819,3.142929
1.769487,0.700226,0.95506,0,0.578624,0.0,0.0,0.0,0.437208,0.0,0.424677,0.0,0.889676,0.0,0.920133,-0.303615,1.222829,0.0,0.920133,0.301786,1.291692
1.214368,1.415639,0.537754,1,0.734165,0.0,0.0,0.0,0.331265,0.0,0.327879,0.0,0.740687,0.0,0.710405,-0.479769,0.94519,0.0,0.710405,0.465127,0.986344
2.7467,1.265444,0.890344,1,0.718481,0.0,0.0,0.0,0.765202,0.0,0.741609,0.0,1.600757,0.0,1.606819,-0.519273,2.252321,0.0,1.606819,0.519939,2.257058
1.239661,1.305773,0.325762,0,0.631361,0.0,0.0,0.0,0.295485,0.0,0.297519,0.0,0.599992,0.0,0.644624,-0.381404,0.931373,0.0,0.644624,0.365245,0.919356
3.456742,1.222305,0.915958,2,0.534065,0.0,0.0,0.0,0.986354,0.0,1.037023,0.0,2.146336,0.0,2.246882,-0.502939,3.093167,0.0,2.246882,0.495441,3.184529
0.597854,1.288168,0.245849,2,0.751701,0.0,0.0,0.0,0.173732,0.0,0.179356,0.0,0.389652,0.0,0.388605,-0.334054,0.532286,0.0,0.388605,0.341802,0.549453
1.926765,0.26252,0.637209,2,0.551806,0.0,0.0,0.0,0.590587,0.0,0.578029,0.0,1.282735,0.0,1.252397,-0.088687,1.742831,0.0,1.252397,0.091202,1.756028
1.03012,0.750927,0.620989,2,0.646753,0.0,0.0,0.0,0.295785,0.0,0.309036,0.0,0.670413,0.0,0.669578,-0.254214,0.918152,0.0,0.669578,0.265772,0.972367
2.58685,1.371572,0.919914,2,1.255613,0.0,0.0,0.0,0.729535,0.0,0.776055,0.0,1.613103,0.0,1.681452,-0.581641,2.442422,0.0,1.681452,0.622158,2.254849
1.657577,0.355039,0.422093,1,1.491549,0.0,0.0,0.0,0.45469,0.0,0.447546,0.0,0.968015,0.0,0.969682,-0.116806,1.38986,0.0,0.969682,0.11317,1.411533
3.263913,0.317298,0.609738,0,1.296516,0.0,0.0,0.0,0.809142,0.0,0.783339,0.0,1.772189,0.0,1.697235,-0.108214,2.456846,0.0,1.697235,0.114389,2.315517
1.565955,1.162246,0.158456,1,0.827353,0.0,0.0,0.0,0.421191,0.0,0.422808,0.0,0.887428,0.0,0.916084,-0.280218,1.273084,0.0,0.916084,0.302624,1.353336
3.633405,0.374063,0.471502,0,0.564228,0.0,0.0,0.0,0.917275,0.0,0.872017,0.0,1.895143,0.0,1.889371,-0.117392,2.716732,0.0,1.889371,0.116479,2.559517
3.712097,0.805134,0.727395,2,0.617471,0.0,0.0,0.0,1.110429,0.0,1.113629,0.0,2.449905,0.0,2.412863,-0.296416,3.21011,0.0,2.412863,0.288065,3.188496
1.952801,1.397839,0.44407,1,1.491501,0.0,0.0,0.0,0.529495,0.0,0.527256,0.0,1.124807,0.0,1.142388,-0.464178,1.601703,0.0,1.142388,0.462776,1.52701
3.625066,1.493282,0.870207,2,0.989449,0.0,0.0,0.0,1.114946,0.0,1.08752,0.0,2.369546,0.0,2.356293,-0.582695,3.351097,0.0,2.356293,0.613821,3.047774
1.035593,0.698486,0.080651,1,1.165104,0.0,0.0,0.0,0.28207,0.0,0.27961,0.0,0.608487,0.0,0.605822,-0.166417,0.855964,0.0,0.605822,0.170392,0.87849
2.055552,0.591894,0.678945,0,0.768376,0.0,0.0,0.0,0.482892,0.0,0.493332,0.0,1.08133,0.0,1.068887,-0.21295,1.476907,0.0,1.068887,0.217911,1.491352
2.597319,0.241048,0.883664,0,1.080715,0.0,0.0,0.0,0.64171,0.0,0.623356,0.0,1.430779,0.0,1.350606,-0.09901,1.907893,0.0,1.350606,0.098828,1.897395
1.939889,0.345531,0.765568,0,0.878905,0.0,0.0,0.0,0.475781,0.0,0.465573,0.0,1.010475,0.0,1.008742,-0.132587,1.344634,0.0,1.008742,0.132308,1.426343
1.202773,1.324089,0.702914,0,1.254062,0.0,0.0,0.0,0.297008,0.0,0.288666,0.0,0.654445,0.0,0.625442,-0.498926,0.847712,0.0,0.625442,0.514475,0.84966
1.8672,1.374339,0.894895,0,1.340268,0.0,0.0,0.0,0.439437,0.0,0.448128,0.0,1.044012,0.0,0.970944,-0.573265,1.385486,0.0,0.970944,0.566508,1.348294
1.092513,1.453025,0.479175,0,0.556112,0.0,0.0,0.0,0.256092,0.0,0.262203,0.0,0.552861,0.0,0.568107,-0.461685,0.809587,0.0,0.568107,0.466201,0.768945
0.677739,0.58091,0.334658,0,0.674362,0.0,0.0,0.0,0.169336,0.0,0.162657,0.0,0.359088,0.0,0.352424,-0.168226,0.46394,0.0,0.352424,0.154496,0.49039
3.468252,0.38666,0.60343,0,1.27011,0.0,0.0,0.0,0.839718,0.0,0.83238,0.0,1.797968,0.0,1.803491,-0.137134,2.502811,0.0,1.803491,0.135082,2.476724
1.744881,0.669257,0.720728,1,0.886898,0.0,0.0,0.0,0.460457,0.0,0.471118,0.0,0.978786,0.0,1.020755,-0.249273,1.44514,0.0,1.020755,0.254761,1.47064
2.688217,0.899732,0.154432,1,1.490256,0.0,0.0,0.0,0.712713,0.0,0.725819,0.0,1.550885,0.0,1.572607,-0.238472,2.172778,0.0,1.572607,0.235244,2.159563
1.445717,0.882134,0.702335,2,0.948357,0.0,0.0,0.0,0.427313,0.0,0.433715,0.0,0.942755,0.0,0.939716,-0.325357,1.320044,0.0,0.939716,0.336289,1.325523
1.60906,0.605932,0.023853,2,0.70176,0.0,0.0,0.0,0.472335,0.0,0.482718,0.0,1.022415,0.0,1.045889,-0.132728,1.501086,0.0,1.045889,0.128174,1.513688
1.509683,0.582006,0.189435,1,0.672459,0.0,0.0,0.0,0.43358,0.0,0.407614,0.0,0.891171,0.0,0.883165,-0.149404,1.241814,0.0,0.883165,0.147344,1.2305
3.043198,0.320346,0.107429,0,0.634552,0.0,0.0,0.0,0.717146,0.0,0.730367,0.0,1.565844,0.0,1.582463,-0.079191,2.102456,0.0,1.582463,0.072107,2.193999
3.584902,0.623538,0.383124,2,1.428736,0.0,0.0,0.0,1.060601,0.0,1.075471,0.0,2.185442,0.0,2.330186,-0.198955,3.300405,0.0,2.330186,0.199435,3.275215
1.873296,1.315441,0.619296,2,0.696765,0.0,0.0,0.0,0.561108,0.0,0.561989,0.0,1.256797,0.0,1.217643,-0.458012,1.717218,0.0,1.217643,0.429525,1.678161
0.91532,1.010508,0.836367,1,1.403025,0.0,0.0,0.0,0.233252,0.0,0.247136,0.0,0.529403,0.0,0.535462,-0.43236,0.724388,0.0,0.535462,0.419353,0.763606
3.497941,1.398038,0.478473,0,1.462632,0.0,0.0,0.0,0.881019,0.0,0.839506,0.0,1.782619,0.0,1.818929,-0.485794,2.445874,0.0,1.818929,0.465538,2.514087
2.70776,0.677588,0.773999,1,1.04767,0.0,0.0,0.0,0.740834,0.0,0.731095,0.0,1.567162,0.0,1.58404,-0.26218,2.139694,0.0,1.58404,0.272423,2.250463
1.289271,1.429054,0.531127,2,0.886431,0.0,0.0,0.0,0.383937,0.0,0.386781,0.0,0.857834,0.0,0.838026,-0.490087,1.159688,0.0,0.838026,0.475188,1.099546
3.351296,0.552391,0.369478,0,1.207072,0.0,0.0,0.0,0.811379,0.0,0.804311,0.0,1.861369,0.0,1.742674,-0.166094,2.34235,0.0,1.742674,0.174687,2.377304
2.702905,1.425453,0.436848,0,0.718528,0.0,0.0,0.0,0.615164,0.0,0.648697,0.0,1.355062,0.0,1.40551,-0.445655,1.918389,0.0,1.40551,0.41731,1.984301
3.59091,1.314747,0.092694,1,1.224984,0.0,0.0,0.0,0.949969,0.0,0.969546,0.0,2.084605,0.0,2.100682,-0.325694,2.931885,0.0,2.100682,0.325526,2.958145
1.556477,0.621541,0.32363,0,1.428689,0.0,0.0,0.0,0.381271,0.0,0.373554,0.0,0.809133,0.0,0.809368,-0.182343,1.139656,0.0,0.809368,0.188616,1.129542
0.661587,0.778294,0.225506,1,1.07787,0.0,0.0,0.0,0.178231,0.0,0.178629,0.0,0.370967,0.0,0.387029,-0.221892,0.54616,0.0,0.387029,0.209448,0.517605
1.918058,0.708608,0.711108,1,1.233066,0.0,0.0,0.0,0.516487,0.0,0.517876,0.0,1.132867,0.0,1.122064,-0.271689,1.551077,0.0,1.122064,0.257266,1.448631
0.694095,0.85408,0.316059,0,1.246096,0.0,0.0,0.0,0.17093,0.0,0.166583,0.0,0.370822,0.0,0.360929,-0.256798,0.521068,0.0,0.360929,0.245503,0.474503
1.250105,0.209637,0.833102,0,1.417692,0.0,0.0,0.0,0.285958,0.0,0.300025,0.0,0.631775,0.0,0.650054,-0.088385,0.893895,0.0,0.650054,0.08399,0.87716
2.062939,0.738069,0.981335,2,1.173564,0.0,0.0,0.0,0.661997,0.0,0.618882,0.0,1.297429,0.0,1.34091,-0.329369,1.852232,0.0,1.34091,0.323418,1.849476
2.839868,0.904447,0.754716,1,0.79835,0.0,0.0,0.0,0.741275,0.0,0.766764,0.0,1.729321,0.0,1.661323,-0.358654,2.336349,0.0,1.661323,0.336008,2.33744
2.500476,0.568404,0.655805,1,0.526637,0.0,0.0,0.0,0.694782,0.0,0.675128,0.0,1.471002,0.0,1.462778,-0.201909,2.062405,0.0,1.462778,0.198536,2.037053
0.931927,0.706375,0.212116,0,1.404587,0.0,0.0,0.0,0.233894,0.0,0.223662,0.0,0.465697,0.0,0.484602,-0.195261,0.707807,0.0,0.484602,0.198153,0.689391
2.265616,1.123805,0.004373,1,0.601706,0.0,0.0,0.0,0.592612,0.0,0.611716,0.0,1.22113,0.0,1.325385,-0.247188,1.850273,0.0,1.325385,0.231003,1.820177
1.177055,0.784006,0.859241,2,1.2686,0.0,0.0,0.0,0.358739,0.0,0.353116,0.0,0.79228,0.0,0.765086,-0.338341,1.113332,0.0,0.765086,0.341762,1.064624
1.361084,0.826892,0.538683,0,1.108742,0.0,0.0,0.0,0.321905,0.0,0.32666,0.0,0.696232,0.0,0.707764,-0.286016,1.002009,0.0,0.707764,0.284753,0.941371
3.010397,0.485685,0.943013,1,1.280964,0.0,0.0,0.0,0.812034,0.0,0.812807,0.0,1.745618,0.0,1.761083,-0.203093,2.377238,0.0,1.761083,0.207121,2.400457
2.487353,1.479209,0.748909,2,0.73096,0.0,0.0,0.0,0.747066,0.0,0.746206,0.0,1.6243,0.0,1.616779,-0.556971,2.201059,0.0,1.616779,0.541545,2.212114
2.45972,0.897048,0.716034,2,0.746656,0.0,0.0,0.0,0.706853,0.0,0.737916,0.0,1.53726,0.0,1.598818,-0.332301,2.151826,0.0,1.598818,0.331899,2.176289
0.761098,1.312153,0.448065,1,1.055708,0.0,0.0,0.0,0.205005,0.0,0.205496,0.0,0.454115,0.0,0.445242,-0.417715,0.615492,0.0,0.445242,0.425396,0.623811
3.689885,1.238182,0.058992,2,1.40387,0.0,0.0,0.0,1.085011,0.0,1.106965,0.0,2.470255,0.0,2.398425,-0.299192,3.454604,0.0,2.398425,0.329804,3.445005
3.303654,0.463717,0.534711,0,1.239858,0.0,0.0,0.0,0.783064,0.0,0.792877,0.0,1.570466,0.0,1.7179,-0.161559,2.391802,0.0,1.7179,0.154561,2.457416
1.122238,1.277474,0.440803,0,1.342372,0.0,0.0,0.0,0.279882,0.0,0.269337,0.0,0.579651,0.0,0.583564,-0.406195,0.800676,0.0,0.583564,0.418187,0.823557
3.995373,1.192238,0.331365,2,0.950365,0.0,0.0,0.0,1.167359,0.0,1.198612,0.0,2.527524,0.0,2.596993,-0.361567,3.602609,0.0,2.596993,0.351441,3.552285
3.873175,0.980203,0.043326,1,0.957043,0.0,0.0,0.0,1.036818,0.0,1.045757,0.0,2.250059,0.0,2.265807,-0.211679,3.013362,0.0,2.265807,0.218856,3.352981
3.742517,0.396673,0.022937,1,0.798619,0.0,0.0,0.0,1.006804,0.0,1.010479,0.0,2.210344,0.0,2.189372,-0.08913,3.00125,0.0,2.189372,0.078813,3.126568
3.764999,1.372097,0.812561,0,0.942986,0.0,0.0,0.0,0.89579,0.0,0.9036,0.0,1.874063,0.0,1.957799,-0.537026,2.698635,0.0,1.957799,0.571768,2.736861
0.534886,0.976777,0.452445,2,0.934814,0.0,0.0,0.0,0.159233,0.0,0.160466,0.0,0.342446,0.0,0.347676,-0.319798,0.491852,0.0,0.347676,0.321037,0.498566
3.22887,0.766316,0.805098,0,1.129257,0.0,0.0,0.0,0.773946,0.0,0.774929,0.0,1.673592,0.0,1.679012,-0.302795,2.299037,0.0,1.679012,0.324198,2.303281
3.253303,0.414323,0.648108,0,0.604248,0.0,0.0,0.0,0.77513,0.0,0.780793,0.0,1.720022,0.0,1.691717,-0.146465,2.312307,0.0,1.691717,0.147454,2.288111
3.53119,0.938881,0.032431,1,0.536087,0.0,0.0,0.0,0.912734,0.0,0.953421,0.0,1.997177,0.0,2.065746,-0.194892,2.712392,0.0,2.065746,0.199985,2.832501
3.379072,0.240841,0.992981,0,0.98802,0.0,0.0,0.0,0.829337,0.0,0.810977,0.0,1.766647,0.0,1.757117,-0.110892,2.375039,0.0,1.757117,0.105123,2.591189
1.824624,1.405125,0.946389,1,0.761703,0.0,0.0,0.0,0.498942,0.0,0.492648,0.0,1.091166,0.0,1.067405,-0.5944,1.419957,0.0,1.067405,0.574928,1.420678
3.541125,1.270364,0.736394,0,0.664065,0.0,0.0,0.0,0.842024,0.0,0.84987,0.0,1.809633,0.0,1.841385,-0.469372,2.665154,0.0,1.841385,0.458602,2.699973
1.346918,0.757496,0.33224,0,1.46016,0.0,0.0,0.0,0.329266,0.0,0.32326,0.0,0.713496,0.0,0.700397,-0.21288,0.99768,0.0,0.700397,0.230008,0.93822
2.135912,0.801488,0.843407,2,0.78851,0.0,0.0,0.0,0.629383,0.0,0.640773,0.0,1.371415,0.0,1.388342,-0.318023,1.915787,0.0,1.388342,0.317088,1.851861
1.622341,1.094944,0.118326,1,0.520964,0.0,0.0,0.0,0.429803,0.0,0.438032,0.0,0.975064,0.0,0.949069,-0.245714,1.295766,0.0,0.949069,0.260829,1.336431
3.464882,0.291425,0.234992,2,1.303838,0.0,0.0,0.0,1.05859,0.0,1.039464,0.0,2.266074,0.0,2.252173,-0.080634,3.093121,0.0,2.252173,0.081177,3.047353
1.511984,0.908658,0.021438,1,1.325241,0.0,0.0,0.0,0.408223,0.0,0.408236,0.0,0.912341,0.0,0.88451,-0.198285,1.254366,0.0,0.88451,0.204662,1.194023
0.698448,1.172104,0.698273,2,0.598091,0.0,0.0,0.0,0.203573,0.0,0.209535,0.0,0.468906,0.0,0.453991,-0.436187,0.588156,0.0,0.453991,0.42622,0.613206
1.830764,1.455986,0.655411,2,1.371284,0.0,0.0,0.0,0.556342,0.0,0.549229,0.0,1.145615,0.0,1.189997,-0.557915,1.609078,0.0,1.189997,0.568734,1.606213
0.856257,0.497951,0.942338,2,1.377154,0.0,0.0,0.0,0.259605,0.0,0.256877,0.0,0.572629,0.0,0.556567,-0.218611,0.744694,0.0,0.556567,0.215001,0.764285
1.018987,0.644636,0.856349,0,0.976885,0.0,0.0,0.0,0.25086,0.0,0.244557,0.0,0.522115,0.0,0.529873,-0.268694,0.734764,0.0,0.529873,0.26211,0.690814
2.97184,1.140019,0.607055,2,1.312191,0.0,0.0,0.0,0.858576,0.0,0.891552,0.0,1.971032,0.0,1.931696,-0.42395,2.740866,0.0,1.931696,0.401699,2.668352
3.455954,0.411252,0.30015,2,1.37435,0.0,0.0,0.0,1.061125,0.0,1.036786,0.0,2.25928,0.0,2.24637,-0.12641,2.892061,0.0,2.24637,0.12214,2.998783
1.739493,0.271255,0.180307,0,0.743379,0.0,0.0,0.0,0.415859,0.0,0.417478,0.0,0.866731,0.0,0.904536,-0.069826,1.273368,0.0,0.904536,0.070953,1.335316
1.536798,0.48172,0.559227,2,0.764511,0.0,0.0,0.0,0.455112,0.0,0.461039,0.0,1.04052,0.0,0.998919,-0.154292,1.433915,0.0,0.998919,0.161541,1.432515
0.665792,0.757692,0.442018,2,0.950619,0.0,0.0,0.0,0.185726,0.0,0.199737,0.0,0.427041,0.0,0.432765,-0.240029,0.625361,0.0,0.432765,0.238693,0.616966
1.107508,0.891004,0.856895,2,0.992961,0.0,0.0,0.0,0.335533,0.0,0.332252,0.0,0.707738,0.0,0.71988,-0.353034,1.015282,0.0,0.71988,0.367575,0.997632
3.503917,0.346988,0.193568,0,1.483104,0.0,0.0,0.0,0.810295,0.0,0.84094,0.0,1.803885,0.0,1.822037,-0.097628,2.524503,0.0,1.822037,0.0902,2.548906
0.867053,0.309193,0.081956,1,0.947284,0.0,0.0,0.0,0.241982,0.0,0.234104,0.0,0.51514,0.0,0.507226,-0.074945,0.723068,0.0,0.507226,0.068786,0.716017
0.550666,1.484402,0.655642,0,1.129701,0.0,0.0,0.0,0.12808,0.0,0.13216,0.0,0.2823,0.0,0.286346,-0.529303,0.382364,0.0,0.286346,0.565399,0.391451
0.741112,0.98093,0.048319,0,0.81042,0.0,0.0,0.0,0.176366,0.0,0.177867,0.0,0.39626,0.0,0.385378,-0.224533,0.527696,0.0,0.385378,0.224548,0.548228
1.650727,1.175737,0.247432,1,1.353977,0.0,0.0,0.0,0.45767,0.0,0.445696,0.0,0.971672,0.0,0.965675,-0.320888,1.362266,0.0,0.965675,0.327755,1.370091
2.378747,0.559696,0.13756,1,0.536073,0.0,0.0,0.0,0.645497,0.0,0.642262,0.0,1.405422,0.0,1.391567,-0.130158,1.815473,0.0,1.391567,0.133989,1.97368
2.866594,1.299966,0.278501,2,1.090541,0.0,0.0,0.0,0.841763,0.0,0.859978,0.0,1.847709,0.0,1.863286,-0.376049,2.484888,0.0,1.863286,0.374067,2.504909
3.02025,0.814948,0.048606,0,1.269121,0.0,0.0,0.0,0.719307,0.0,0.72486,0.0,1.580111,0.0,1.57053,-0.189123,2.048852,0.0,1.57053,0.196741,2.12869
0.926645,1.296335,0.111347,0,1.230391,0.0,0.0,0.0,0.213677,0.0,0.222395,0.0,0.496281,0.0,0.481856,-0.334237,0.654338,0.0,0.481856,0.31008,0.599303
1.849382,0.896117,0.520192,0,1.313662,0.0,0.0,0.0,0.437622,0.0,0.443852,0.0,0.939868,0.0,0.961679,-0.304415,1.338467,0.0,0.961679,0.29081,1.366204
0.942401,1.452122,0.57597,2,1.016298,0.0,0.0,0.0,0.305374,0.0,0.28272,0.0,0.609993,0.0,0.612561,-0.495601,0.86909,0.0,0.612561,0.498698,0.829615
3.238898,0.900367,0.315875,1,0.648293,0.0,0.0,0.0,0.878564,0.0,0.874503,0.0,1.781058,0.0,1.894756,-0.241712,2.723311,0.0,1.894756,0.245689,2.541185
1.152767,0.3962,0.714261,1,1.409306,0.0,0.0,0.0,0.314424,0.0,0.311247,0.0,0.688403,0.0,0.674369,-0.160555,0.949642,0.0,0.674369,0.151082,0.979858
1.699361,0.901666,0.195509,1,1.187285,0.0,0.0,0.0,0.447851,0.0,0.458827,0.0,1.013781,0.0,0.994126,-0.255307,1.444017,0.0,0.994126,0.228336,1.399341
3.228897,0.743996,0.247143,1,0.664776,0.0,0.0,0.0,0.912777,0.0,0.871802,0.0,1.833829,0.0,1.888905,-0.195844,2.521692,0.0,1.888905,0.204729,2.609515
1.686595,0.964545,0.729341,0,1.292347,0.0,0.0,0.0,0.399205,0.0,0.404783,0.0,0.90388,0.0,0.877029,-0.370117,1.176699,0.0,0.877029,0.386277,1.20512
0.974926,1.463052,0.348239,2,1.30175,0.0,0.0,0.0,0.294662,0.0,0.292478,0.0,0.635612,0.0,0.633702,-0.446612,0.852961,0.0,0.633702,0.451877,0.850873
3.407706,1.469075,0.024107,1,1.193915,0.0,0.0,0.0,0.922685,0.0,0.920081,0.0,1.903533,0.0,1.993508,-0.349328,2.628733,0.0,1.993508,0.335085,2.785643
0.645765,1.377372,0.223688,2,1.114658,0.0,0.0,0.0,0.205355,0.0,0.193729,0.0,0.435343,0.0,0.419747,-0.394937,0.599985,0.0,0.419747,0.390497,0.589056
3.553967,1.109625,0.494517,2,1.048881,0.0,0.0,0.0,1.127675,0.0,1.06619,0.0,2.346806,0.0,2.310079,-0.352547,3.272643,0.0,2.310079,0.37339,3.233943
1.335114,0.98968,0.502438,0,1.077004,0.0,0.0,0.0,0.318345,0.0,0.320427,0.0,0.680525,0.0,0.694259,-0.32943,0.931518,0.0,0.694259,0.332851,0.949923
3.704282,1.09149,0.626237,0,0.75531,0.0,0.0,0.0,0.918721,0.0,0.889028,0.0,1.999282,0.0,1.926226,-0.394622,2.639008,0.0,1.926226,0.379482,2.703858
2.93015,0.935216,0.965166,1,1.082194,0.0,0.0,0.0,0.770417,0.0,0.79114,0.0,1.747149,0.0,1.714138,-0.397214,2.337682,0.0,1.714138,0.405992,2.383366
1.126809,1.213675,0.422085,0,1.049761,0.0,0.0,0.0,0.262604,0.0,0.270434,0.0,0.576082,0.0,0.585941,-0.363119,0.790918,0.0,0.585941,0.378622,0.812807
3.507886,0.916272,0.974408,1,0.917083,0.0,0.0,0.0,0.962208,0.0,0.947129,0.0,2.101912,0.0,2.052113,-0.413323,2.77599,0.0,2.052113,0.391033,2.803121
3.830801,1.279681,0.550737,1,0.599037,0.0,0.0,0.0,1.027521,0.0,1.034316,0.0,2.242596,0.0,2.241019,-0.417151,2.987358,0.0,2.241019,0.422634,3.099371
0.768017,0.966805,0.180124,1,1.259896,0.0,0.0,0.0,0.211348,0.0,0.207365,0.0,0.446103,0.0,0.44929,-0.24282,0.603183,0.0,0.44929,0.268768,0.607615
3.853979,1.198552,0.963178,0,1.037404,0.0,0.0,0.0,0.948977,0.0,0.924955,0.0,2.114214,0.0,2.004069,-0.509947,2.82545,0.0,2.004069,0.529219,2.630141
3.385462,0.471195,0.371705,1,1.366338,0.0,0.0,0.0,0.920418,0.0,0.914075,0.0,2.040177,0.0,1.980495,-0.14374,2.70658,0.0,1.980495,0.144806,2.664241
2.22533,0.875961,0.881664,2,1.113373,0.0,0.0,0.0,0.669172,0.0,0.667599,0.0,1.403683,0.0,1.446465,-0.380951,1.955931,0.0,1.446465,0.365764,2.03508
3.493435,0.730118,0.241089,0,1.025335,0.0,0.0,0.0,0.867645,0.0,0.838424,0.0,1.809626,0.0,1.816586,-0.203575,2.514612,0.0,1.816586,0.198629,2.439935
2.603099,0.342919,0.789285,1,1.076244,0.0,0.0,0.0,0.708028,0.0,0.702837,0.0,1.491831,0.0,1.522813,-0.133482,2.202128,0.0,1.522813,0.139675,2.094011
1.361966,0.648555,0.581555,1,0.929396,0.0,0.0,0.0,0.373501,0.0,0.367731,0.0,0.816867,0.0,0.79675,-0.225998,1.118756,0.0,0.79675,0.222986,1.116188
2.53656,0.999557,0.47523,0,0.824286,0.0,0.0,0.0,0.581176,0.0,0.608774,0.0,1.297778,0.0,1.319011,-0.327519,1.831568,0.0,1.319011,0.313781,1.881537
2.363144,0.256818,0.654363,2,1.367679,0.0,0.0,0.0,0.728792,0.0,0.708943,0.0,1.544554,0.0,1.536043,-0.094575,2.145611,0.0,1.536043,0.096348,2.001738
2.975859,0.240448,0.271638,1,0.568011,0.0,0.0,0.0,0.816904,0.0,0.803482,0.0,1.754826,0.0,1.740877,-0.0605,2.347324,0.0,1.740877,0.064774,2.413193
2.666502,1.299041,0.880658,2,1.323019,0.0,0.0,0.0,0.770004,0.0,0.79995,0.0,1.743882,0.0,1.733226,-0.538381,2.406453,0.0,1.733226,0.550109,2.274606
