petal_height,petal_width,opening_degree,layer_index,curvature_intensity,bone_root_start_x,bone_root_start_y,bone_root_end_x,bone_root_end_y,bone_middle_start_x,bone_middle_start_y,bone_middle_end_x,bone_middle_end_y,bone_tip_start_x,bone_tip_start_y,bone_tip_end_x,bone_tip_end_y,bone_left_lower_start_x,bone_left_lower_start_y,bone_left_lower_end_x,bone_left_lower_end_y,bone_left_upper_start_x,bone_left_upper_start_y,bone_left_upper_end_x,bone_left_upper_end_y,bone_right_lower_start_x,bone_right_lower_start_y,bone_right_lower_end_x,bone_right_lower_end_y,bone_right_upper_start_x,bone_right_upper_start_y,bone_right_upper_end_x,bone_right_upper_end_y
7.155362,1.181583,0.673632,2,1.416827,0.0,0.0,0.0,1.795988,0.0,1.78884,0.0,4.18506,0.0,4.293217,0.0,6.967131,0.0,1.78884,-0.352651,1.990285,0.0,4.293217,-0.248372,4.319126,0.0,1.78884,0.344191,1.899655,0.0,4.293217,0.23901,4.594973
9.564267,0.402356,0.766465,2,0.85571,0.0,0.0,0.0,2.370921,0.0,2.391067,0.0,5.633435,0.0,5.73856,0.0,9.690544,0.0,2.391067,-0.07478,2.572367,0.0,5.73856,-0.052868,5.753691,0.0,2.391067,0.074684,2.652554,0.0,5.73856,0.050709,6.026773
7.309968,0.603372,0.153503,0,1.059278,0.0,0.0,0.0,1.411573,0.0,1.461994,0.0,3.556224,0.0,3.508784,0.0,5.744749,0.0,1.461994,-0.072802,1.569512,0.0,3.508784,-0.050637,3.682471,0.0,1.461994,0.06887,1.62669,0.0,3.508784,0.052272,3.736311
9.412444,0.7455,0.469687,1,0.64726,0.0,0.0,0.0,2.119772,0.0,2.1178,0.0,4.901638,0.0,5.08272,0.0,8.241248,0.0,2.1178,-0.079329,2.392777,0.0,5.08272,-0.056645,5.479736,0.0,2.1178,0.075509,2.279768,0.0,5.08272,0.053485,5.200609
9.079654,1.670738,0.883078,2,0.571002,0.0,0.0,0.0,2.267094,0.0,2.269913,0.0,5.418104,0.0,5.447792,0.0,8.57267,0.0,2.269913,-0.22533,2.414171,0.0,5.447792,-0.158358,5.827113,0.0,2.269913,0.219323,2.388256,0.0,5.447792,0.164535,5.785445
9.018315,2.445194,0.91507,1,1.439572,0.0,0.0,0.0,1.927992,0.0,2.029121,0.0,5.140835,0.0,4.86989,0.0,8.06917,0.0,2.029121,-0.730563,2.216439,0.0,4.86989,-0.52671,5.079051,0.0,2.029121,0.748824,2.143782,0.0,4.86989,0.515772,5.092643
2.686478,2.941021,0.29396,0,0.879247,0.0,0.0,0.0,0.532423,0.0,0.537296,0.0,1.308129,0.0,1.289509,0.0,2.089402,0.0,0.537296,-0.335784,0.587721,0.0,1.289509,-0.244371,1.361167,0.0,0.537296,0.317386,0.59258,0.0,1.289509,0.246355,1.383352
6.320079,1.079196,0.659139,1,1.068312,0.0,0.0,0.0,1.434222,0.0,1.422018,0.0,3.483971,0.0,3.412843,0.0,5.562924,0.0,1.422018,-0.210376,1.558901,0.0,3.412843,-0.143362,3.54723,0.0,1.422018,0.211531,1.584808,0.0,3.412843,0.153477,3.732449
8.829247,2.667092,0.437829,1,0.514024,0.0,0.0,0.0,1.928512,0.0,1.986581,0.0,4.592435,0.0,4.767793,0.0,7.805418,0.0,1.986581,-0.202744,2.339193,0.0,4.767793,-0.153423,4.85483,0.0,1.986581,0.21573,2.211577,0.0,4.767793,0.149255,5.170091
7.41531,1.702476,0.501314,1,1.034447,0.0,0.0,0.0,1.603573,0.0,1.668445,0.0,4.157217,0.0,4.004267,0.0,6.728019,0.0,1.668445,-0.280243,1.832645,0.0,4.004267,-0.214861,4.174881,0.0,1.668445,0.299748,1.855991,0.0,4.004267,0.213628,4.210503
8.797373,1.685155,0.231975,1,1.449832,0.0,0.0,0.0,1.894281,0.0,1.979409,0.0,4.76121,0.0,4.750581,0.0,7.62059,0.0,1.979409,-0.317874,2.100257,0.0,4.750581,-0.252088,4.988852,0.0,1.979409,0.317809,2.150089,0.0,4.750581,0.231868,4.741363
6.062436,2.474447,0.972198,1,1.318313,0.0,0.0,0.0,1.39429,0.0,1.364048,0.0,3.289228,0.0,3.273716,0.0,5.215156,0.0,1.364048,-0.695815,1.443922,0.0,3.273716,-0.515657,3.213026,0.0,1.364048,0.692687,1.570554,0.0,3.273716,0.498485,3.389057
4.858587,0.431908,0.206064,1,0.782327,0.0,0.0,0.0,1.090023,0.0,1.093182,0.0,2.583652,0.0,2.623637,0.0,4.465907,0.0,1.093182,-0.04642,1.243557,0.0,2.623637,-0.032478,2.635899,0.0,1.093182,0.044458,1.191094,0.0,2.623637,0.031702,2.82855
3.740599,2.837414,0.108496,2,1.424601,0.0,0.0,0.0,0.970934,0.0,0.93515,0.0,2.152329,0.0,2.24436,0.0,3.653049,0.0,0.93515,-0.5736,1.021434,0.0,2.24436,-0.394778,2.478059,0.0,0.93515,0.546067,1.009143,0.0,2.24436,0.389645,2.24708
5.32427,2.961284,0.833492,2,0.695513,0.0,0.0,0.0,1.345739,0.0,1.331067,0.0,3.192743,0.0,3.194562,0.0,5.343707,0.0,1.331067,-0.461059,1.539498,0.0,3.194562,-0.345537,3.315253,0.0,1.331067,0.467978,1.455608,0.0,3.194562,0.333614,3.303202
2.373291,2.783818,0.954138,1,1.097816,0.0,0.0,0.0,0.534079,0.0,0.533991,0.0,1.259234,0.0,1.281577,0.0,2.171353,0.0,0.533991,-0.662152,0.591293,0.0,1.281577,-0.476356,1.341197,0.0,0.533991,0.630078,0.564407,0.0,1.281577,0.464652,1.356976
2.910418,0.885724,0.112657,0,0.703648,0.0,0.0,0.0,0.55991,0.0,0.582084,0.0,1.451376,0.0,1.397001,0.0,2.374708,0.0,0.582084,-0.068897,0.65705,0.0,1.397001,-0.048407,1.541854,0.0,0.582084,0.06851,0.612715,0.0,1.397001,0.049751,1.432306
1.67811,0.617631,0.214005,2,1.348863,0.0,0.0,0.0,0.418876,0.0,0.419528,0.0,0.983174,0.0,1.006866,0.0,1.686939,0.0,0.419528,-0.12589,0.46466,0.0,1.006866,-0.085416,0.978557,0.0,0.419528,0.121163,0.432508,0.0,1.006866,0.087907,1.080598
7.425177,1.12802,0.861213,0,1.248669,0.0,0.0,0.0,1.522976,0.0,1.485035,0.0,3.518114,0.0,3.564085,0.0,5.801591,0.0,1.485035,-0.262123,1.635272,0.0,3.564085,-0.188148,3.895155,0.0,1.485035,0.24894,1.616514,0.0,3.564085,0.186618,3.838161
2.925453,0.692764,0.155169,2,0.932,0.0,0.0,0.0,0.760024,0.0,0.731363,0.0,1.760886,0.0,1.755272,0.0,2.867069,0.0,0.731363,-0.093043,0.803781,0.0,1.755272,-0.066218,2.018211,0.0,0.731363,0.090087,0.827097,0.0,1.755272,0.065264,1.943599
2.894703,1.355445,0.819061,2,1.107126,0.0,0.0,0.0,0.717312,0.0,0.723676,0.0,1.768118,0.0,1.736822,0.0,2.948434,0.0,0.723676,-0.297165,0.813262,0.0,1.736822,-0.234926,1.873547,0.0,0.723676,0.33345,0.744328,0.0,1.736822,0.235317,1.803224
4.630187,0.474811,0.214886,2,1.183696,0.0,0.0,0.0,1.15822,0.0,1.157547,0.0,2.824661,0.0,2.778112,0.0,4.780467,0.0,1.157547,-0.088184,1.230269,0.0,2.778112,-0.060804,2.997231,0.0,1.157547,0.08338,1.291037,0.0,2.778112,0.057635,2.897287
7.252658,1.069017,0.118737,0,1.46123,0.0,0.0,0.0,1.542379,0.0,1.450532,0.0,3.539908,0.0,3.481276,0.0,5.688684,0.0,1.450532,-0.174332,1.587714,0.0,3.481276,-0.123448,3.654708,0.0,1.450532,0.17293,1.619375,0.0,3.481276,0.123933,3.661137
1.63557,2.683446,0.667706,2,0.871533,0.0,0.0,0.0,0.419249,0.0,0.408892,0.0,1.006052,0.0,0.981342,0.0,1.676029,0.0,0.408892,-0.48443,0.442062,0.0,0.981342,-0.346273,1.054111,0.0,0.408892,0.48304,0.451338,0.0,0.981342,0.354507,1.034614
3.22171,1.899335,0.183351,1,0.522917,0.0,0.0,0.0,0.729634,0.0,0.724885,0.0,1.812086,0.0,1.739723,0.0,2.844214,0.0,0.724885,-0.133592,0.791739,0.0,1.739723,-0.092798,1.802163,0.0,0.724885,0.13297,0.799681,0.0,1.739723,0.094474,1.751048
1.801821,2.133748,0.50908,1,0.91203,0.0,0.0,0.0,0.397739,0.0,0.40541,0.0,0.959752,0.0,0.972983,0.0,1.645831,0.0,0.40541,-0.349204,0.45614,0.0,0.972983,-0.238755,0.974392,0.0,0.40541,0.320914,0.468729,0.0,0.972983,0.243129,1.013574
7.901042,1.880106,0.05356,1,1.053369,0.0,0.0,0.0,1.738417,0.0,1.777734,0.0,4.382832,0.0,4.266563,0.0,7.040127,0.0,1.777734,-0.22707,2.068601,0.0,4.266563,-0.160081,4.320514,0.0,1.777734,0.229337,1.934297,0.0,4.266563,0.174563,4.628396
4.160483,1.403847,0.503476,1,1.434802,0.0,0.0,0.0,0.919598,0.0,0.936109,0.0,2.275327,0.0,2.246661,0.0,3.859126,0.0,0.936109,-0.350086,1.006136,0.0,2.246661,-0.229842,2.310583,0.0,0.936109,0.334323,1.031304,0.0,2.246661,0.239048,2.401594
4.929734,0.782154,0.388828,2,1.291656,0.0,0.0,0.0,1.294987,0.0,1.232433,0.0,2.972378,0.0,2.95784,0.0,4.712201,0.0,1.232433,-0.164161,1.30279,0.0,2.95784,-0.118737,2.975583,0.0,1.232433,0.172117,1.37016,0.0,2.95784,0.122183,3.291048
5.48524,2.339124,0.095321,2,0.552784,0.0,0.0,0.0,1.342209,0.0,1.37131,0.0,3.287791,0.0,3.291144,0.0,5.68951,0.0,1.37131,-0.181191,1.49567,0.0,3.291144,-0.124181,3.682923,0.0,1.37131,0.170177,1.512717,0.0,3.291144,0.123392,3.481542
6.893704,1.719955,0.900964,0,0.742951,0.0,0.0,0.0,1.42686,0.0,1.378741,0.0,3.106013,0.0,3.308978,0.0,5.885523,0.0,1.378741,-0.234589,1.548483,0.0,3.308978,-0.174657,3.347887,0.0,1.378741,0.238467,1.54372,0.0,3.308978,0.173065,3.31766
7.585665,1.285485,0.683157,0,0.958062,0.0,0.0,0.0,1.481351,0.0,1.517133,0.0,3.695944,0.0,3.641119,0.0,6.027995,0.0,1.517133,-0.200325,1.568226,0.0,3.641119,-0.140018,3.806576,0.0,1.517133,0.189492,1.742182,0.0,3.641119,0.13931,3.925076
8.593886,1.125627,0.585547,2,0.832764,0.0,0.0,0.0,2.094202,0.0,2.148472,0.0,5.276173,0.0,5.156332,0.0,8.557666,0.0,2.148472,-0.187353,2.265299,0.0,5.156332,-0.12616,5.465649,0.0,2.148472,0.18649,2.330471,0.0,5.156332,0.131299,5.608974
3.621319,2.902574,0.40676,0,0.846838,0.0,0.0,0.0,0.708686,0.0,0.724264,0.0,1.753222,0.0,1.738233,0.0,2.83404,0.0,0.724264,-0.341739,0.831165,0.0,1.738233,-0.243617,1.770942,0.0,0.724264,0.330359,0.797255,0.0,1.738233,0.226492,1.847943
6.777015,2.144763,0.753776,2,1.39573,0.0,0.0,0.0,1.707173,0.0,1.694254,0.0,4.287081,0.0,4.066209,0.0,6.592273,0.0,1.694254,-0.626411,1.844814,0.0,4.066209,-0.44254,4.289744,0.0,1.694254,0.620758,1.889268,0.0,4.066209,0.465808,4.044665
4.366541,2.904737,0.060665,0,0.918864,0.0,0.0,0.0,0.85048,0.0,0.873308,0.0,2.164087,0.0,2.09594,0.0,3.382431,0.0,0.873308,-0.269346,0.993422,0.0,2.09594,-0.200525,2.047529,0.0,0.873308,0.290095,0.972257,0.0,2.09594,0.200869,2.25357
5.933178,2.929231,0.652812,1,1.030498,0.0,0.0,0.0,1.345202,0.0,1.334965,0.0,3.208805,0.0,3.203916,0.0,5.354745,0.0,1.334965,-0.543949,1.505638,0.0,3.203916,-0.380387,3.398002,0.0,1.334965,0.545074,1.49,0.0,3.203916,0.383711,3.229305
7.361868,1.870123,0.853221,2,1.151969,0.0,0.0,0.0,1.875181,0.0,1.840467,0.0,4.436123,0.0,4.417121,0.0,7.671581,0.0,1.840467,-0.475747,1.96646,0.0,4.417121,-0.332972,4.768181,0.0,1.840467,0.498345,1.925927,0.0,4.417121,0.343968,4.643221
7.008152,1.228973,0.231212,0,0.806551,0.0,0.0,0.0,1.326148,0.0,1.40163,0.0,3.256862,0.0,3.363913,0.0,5.741594,0.0,1.40163,-0.124543,1.546992,0.0,3.363913,-0.086115,3.665951,0.0,1.40163,0.119381,1.547268,0.0,3.363913,0.080052,3.496924
4.242403,2.516134,0.186156,0,0.632603,0.0,0.0,0.0,0.850217,0.0,0.848481,0.0,1.996912,0.0,2.036353,0.0,3.307725,0.0,0.848481,-0.180697,0.964567,0.0,2.036353,-0.132858,2.204078,0.0,0.848481,0.183672,0.903013,0.0,2.036353,0.124939,2.15808
8.936268,2.453684,0.517426,2,0.822713,0.0,0.0,0.0,2.147774,0.0,2.234067,0.0,5.383062,0.0,5.361761,0.0,8.895556,0.0,2.234067,-0.387249,2.5547,0.0,5.361761,-0.265134,5.57547,0.0,2.234067,0.3664,2.465649,0.0,5.361761,0.274722,5.435084
5.446898,0.751978,0.10615,2,0.526572,0.0,0.0,0.0,1.347502,0.0,1.361724,0.0,3.278542,0.0,3.268139,0.0,5.509256,0.0,1.361724,-0.052496,1.536783,0.0,3.268139,-0.03804,3.316937,0.0,1.361724,0.055216,1.46857,0.0,3.268139,0.038727,3.502172
3.958713,0.851438,0.423231,1,0.710245,0.0,0.0,0.0,0.915678,0.0,0.89071,0.0,2.130977,0.0,2.137705,0.0,3.720827,0.0,0.89071,-0.091169,1.020384,0.0,2.137705,-0.068876,2.303827,0.0,0.89071,0.097377,1.019301,0.0,2.137705,0.064807,2.410726
2.021901,1.996428,0.91582,1,1.266924,0.0,0.0,0.0,0.453721,0.0,0.454928,0.0,1.150116,0.0,1.091826,0.0,1.847489,0.0,0.454928,-0.563016,0.498189,0.0,1.091826,-0.394983,1.151074,0.0,0.454928,0.530792,0.542528,0.0,1.091826,0.374092,1.167496
2.110088,1.895292,0.750233,0,0.558937,0.0,0.0,0.0,0.43275,0.0,0.422018,0.0,1.004595,0.0,1.012842,0.0,1.74216,0.0,0.422018,-0.178628,0.465064,0.0,1.012842,-0.131524,1.089962,0.0,0.422018,0.17913,0.468521,0.0,1.012842,0.132127,1.044742
6.849357,1.560216,0.945765,2,1.277734,0.0,0.0,0.0,1.726284,0.0,1.712339,0.0,4.161163,0.0,4.109614,0.0,6.791915,0.0,1.712339,-0.495033,1.928683,0.0,4.109614,-0.342116,4.20118,0.0,1.712339,0.470747,1.878913,0.0,4.109614,0.338891,4.166147
4.666286,2.439726,0.087064,0,0.551277,0.0,0.0,0.0,0.93903,0.0,0.933257,0.0,2.243257,0.0,2.239817,0.0,3.677213,0.0,0.933257,-0.143499,1.039475,0.0,2.239817,-0.101128,2.366162,0.0,0.933257,0.147065,0.976353,0.0,2.239817,0.099842,2.442692
2.596131,2.191227,0.82426,1,0.509715,0.0,0.0,0.0,0.583541,0.0,0.584129,0.0,1.37837,0.0,1.401911,0.0,2.345122,0.0,0.584129,-0.235696,0.62072,0.0,1.401911,-0.17449,1.531753,0.0,0.584129,0.219552,0.655059,0.0,1.401911,0.167103,1.474428
1.6701,2.753609,0.331273,0,0.504483,0.0,0.0,0.0,0.327376,0.0,0.33402,0.0,0.762771,0.0,0.801648,0.0,1.440128,0.0,0.33402,-0.178373,0.354224,0.0,0.801648,-0.126546,0.834907,0.0,0.33402,0.184418,0.378509,0.0,0.801648,0.128624,0.88507
3.461236,0.970944,0.292914,0,0.965951,0.0,0.0,0.0,0.71693,0.0,0.692247,0.0,1.584648,0.0,1.661393,0.0,2.700114,0.0,0.692247,-0.114219,0.798106,0.0,1.661393,-0.078293,1.85011,0.0,0.692247,0.125174,0.734201,0.0,1.661393,0.087947,1.664879
8.722833,2.293704,0.50741,2,1.462538,0.0,0.0,0.0,2.179371,0.0,2.180708,0.0,5.358186,0.0,5.2337,0.0,9.011514,0.0,2.180708,-0.609278,2.386999,0.0,5.2337,-0.440046,5.798403,0.0,2.180708,0.616646,2.529879,0.0,5.2337,0.452168,5.435054
7.829859,0.468505,0.866414,1,1.424466,0.0,0.0,0.0,1.752485,0.0,1.761718,0.0,4.233414,0.0,4.228124,0.0,6.934738,0.0,1.761718,-0.135218,1.930141,0.0,4.228124,-0.096311,4.383433,0.0,1.761718,0.136728,2.025947,0.0,4.228124,0.098765,4.362615
2.935117,0.608974,0.647348,1,0.992582,0.0,0.0,0.0,0.676699,0.0,0.660401,0.0,1.677199,0.0,1.584963,0.0,2.590037,0.0,0.660401,-0.11491,0.739137,0.0,1.584963,-0.078969,1.60845,0.0,0.660401,0.110503,0.721253,0.0,1.584963,0.077124,1.721514
3.470426,2.318941,0.390819,0,0.927186,0.0,0.0,0.0,0.731632,0.0,0.694085,0.0,1.653437,0.0,1.665804,0.0,2.94308,0.0,0.694085,-0.295983,0.764891,0.0,1.665804,-0.218097,1.795518,0.0,0.694085,0.288146,0.767249,0.0,1.665804,0.207198,1.800078
4.496597,2.535672,0.759139,0,1.405583,0.0,0.0,0.0,0.911763,0.0,0.899319,0.0,2.104246,0.0,2.158366,0.0,3.621356,0.0,0.899319,-0.624389,1.007913,0.0,2.158366,-0.438582,2.236585,0.0,0.899319,0.598117,1.009981,0.0,2.158366,0.456909,2.154937
1.857866,0.868859,0.703671,1,1.325519,0.0,0.0,0.0,0.417263,0.0,0.41802,0.0,1.047951,0.0,1.003247,0.0,1.675564,0.0,0.41802,-0.215175,0.442935,0.0,1.003247,-0.151279,1.035688,0.0,0.41802,0.206371,0.456542,0.0,1.003247,0.153501,1.098385
3.452858,1.389706,0.038989,0,1.108107,0.0,0.0,0.0,0.683293,0.0,0.690572,0.0,1.655351,0.0,1.657372,0.0,2.913616,0.0,0.690572,-0.160286,0.748039,0.0,1.657372,-0.110194,1.725788,0.0,0.690572,0.153191,0.771135,0.0,1.657372,0.1134,1.715599
4.284418,1.271056,0.195875,2,1.234598,0.0,0.0,0.0,1.098196,0.0,1.071105,0.0,2.587695,0.0,2.570651,0.0,4.289772,0.0,1.071105,-0.233623,1.167407,0.0,2.570651,-0.171127,2.836105,0.0,1.071105,0.230043,1.099284,0.0,2.570651,0.175779,2.715181
8.918409,1.978731,0.468373,0,0.626407,0.0,0.0,0.0,1.759872,0.0,1.783682,0.0,4.247683,0.0,4.280836,0.0,7.096724,0.0,1.783682,-0.180673,1.930687,0.0,4.280836,-0.13024,4.400665,0.0,1.783682,0.179439,2.015469,0.0,4.280836,0.125118,4.609373
8.754162,2.103753,0.352055,0,0.77492,0.0,0.0,0.0,1.731004,0.0,1.750832,0.0,4.156061,0.0,4.201998,0.0,7.316061,0.0,1.750832,-0.214058,1.93644,0.0,4.201998,-0.149619,4.423279,0.0,1.750832,0.222453,1.966732,0.0,4.201998,0.154329,4.360175
4.166585,1.692814,0.319435,0,1.295924,0.0,0.0,0.0,0.82544,0.0,0.833317,0.0,2.038459,0.0,1.999961,0.0,3.245501,0.0,0.833317,-0.296244,0.908364,0.0,1.999961,-0.200033,2.147388,0.0,0.833317,0.300481,0.931903,0.0,1.999961,0.207398,2.028662
6.406774,2.665393,0.500103,1,1.475673,0.0,0.0,0.0,1.372703,0.0,1.441524,0.0,3.548911,0.0,3.459658,0.0,5.754636,0.0,1.441524,-0.621264,1.476193,0.0,3.459658,-0.463835,3.657406,0.0,1.441524,0.655642,1.572446,0.0,3.459658,0.479988,3.588255
4.689403,2.525558,0.13469,0,0.690586,0.0,0.0,0.0,0.929705,0.0,0.937881,0.0,2.284211,0.0,2.250914,0.0,3.924336,0.0,0.937881,-0.195402,1.016468,0.0,2.250914,-0.136389,2.388602,0.0,0.937881,0.184925,1.04904,0.0,2.250914,0.142437,2.322169
8.578271,1.012218,0.84412,0,0.955126,0.0,0.0,0.0,1.668959,0.0,1.715654,0.0,3.975823,0.0,4.11757,0.0,6.946044,0.0,1.715654,-0.171228,1.822869,0.0,4.11757,-0.121696,4.258957,0.0,1.715654,0.168534,1.932752,0.0,4.11757,0.124459,4.409587
2.252565,0.783688,0.638215,1,0.814231,0.0,0.0,0.0,0.522289,0.0,0.506827,0.0,1.212736,0.0,1.216385,0.0,1.887913,0.0,0.506827,-0.117056,0.556265,0.0,1.216385,-0.07796,1.260488,0.0,0.506827,0.116666,0.562251,0.0,1.216385,0.076471,1.273524
5.942934,2.102331,0.489664,2,0.788651,0.0,0.0,0.0,1.586341,0.0,1.485733,0.0,3.538806,0.0,3.56576,0.0,6.078142,0.0,1.485733,-0.294685,1.722707,0.0,3.56576,-0.226159,3.68127,0.0,1.485733,0.295545,1.601853,0.0,3.56576,0.213293,3.480019
3.788743,2.150614,0.271402,2,1.180094,0.0,0.0,0.0,0.979923,0.0,0.947186,0.0,2.256023,0.0,2.273246,0.0,3.803597,0.0,0.947186,-0.416113,1.061259,0.0,2.273246,-0.280741,2.441723,0.0,0.947186,0.399235,1.047096,0.0,2.273246,0.281908,2.303396
9.135447,0.571424,0.214306,1,0.798059,0.0,0.0,0.0,2.090645,0.0,2.055476,0.0,5.133214,0.0,4.933141,0.0,8.397914,0.0,2.055476,-0.063718,2.226343,0.0,4.933141,-0.044377,5.358879,0.0,2.055476,0.058712,2.196075,0.0,4.933141,0.042318,5.037083
5.637035,2.882862,0.61411,2,0.912795,0.0,0.0,0.0,1.352226,0.0,1.409259,0.0,3.328773,0.0,3.382221,0.0,5.688103,0.0,1.409259,-0.517225,1.564499,0.0,3.382221,-0.397791,3.583934,0.0,1.409259,0.515346,1.543557,0.0,3.382221,0.380182,3.730083
2.135629,2.570524,0.556938,2,0.961958,0.0,0.0,0.0,0.54127,0.0,0.533907,0.0,1.29488,0.0,1.281377,0.0,2.089793,0.0,0.533907,-0.495659,0.616652,0.0,1.281377,-0.32692,1.297953,0.0,0.533907,0.463581,0.582972,0.0,1.281377,0.322109,1.355749
5.12115,0.566321,0.567305,1,0.696024,0.0,0.0,0.0,1.100983,0.0,1.152259,0.0,2.81231,0.0,2.765421,0.0,4.39608,0.0,1.152259,-0.065923,1.294018,0.0,2.765421,-0.048355,2.928501,0.0,1.152259,0.06787,1.220215,0.0,2.765421,0.048272,2.913426
5.824623,0.89666,0.828808,0,1.144397,0.0,0.0,0.0,1.086693,0.0,1.164925,0.0,2.67644,0.0,2.795819,0.0,4.62197,0.0,1.164925,-0.184696,1.350929,0.0,2.795819,-0.127501,2.975397,0.0,1.164925,0.184315,1.286396,0.0,2.795819,0.13164,2.754883
3.970008,1.858779,0.802435,2,0.895294,0.0,0.0,0.0,1.0384,0.0,0.992502,0.0,2.374047,0.0,2.382005,0.0,4.113162,0.0,0.992502,-0.373461,1.078514,0.0,2.382005,-0.262262,2.657448,0.0,0.992502,0.366905,1.067847,0.0,2.382005,0.265682,2.473471
2.337901,0.892269,0.349809,2,1.269326,0.0,0.0,0.0,0.569518,0.0,0.584475,0.0,1.40511,0.0,1.402741,0.0,2.340731,0.0,0.584475,-0.196502,0.662926,0.0,1.402741,-0.132771,1.49338,0.0,0.584475,0.194409,0.633498,0.0,1.402741,0.134497,1.457257
6.720673,1.182296,0.771483,1,1.116973,0.0,0.0,0.0,1.509089,0.0,1.512151,0.0,3.451067,0.0,3.629164,0.0,6.267199,0.0,1.512151,-0.260224,1.664232,0.0,3.629164,-0.19082,3.676845,0.0,1.512151,0.264345,1.658868,0.0,3.629164,0.183344,3.824135
3.75832,1.973605,0.365542,2,1.36629,0.0,0.0,0.0,0.974357,0.0,0.93958,0.0,2.272182,0.0,2.254992,0.0,3.863277,0.0,0.93958,-0.43187,1.02907,0.0,2.254992,-0.331143,2.353597,0.0,0.93958,0.438871,1.024863,0.0,2.254992,0.321101,2.460241
4.660029,1.460953,0.302398,1,1.346388,0.0,0.0,0.0,1.036028,0.0,1.048507,0.0,2.620996,0.0,2.516416,0.0,4.197663,0.0,1.048507,-0.281234,1.175245,0.0,2.516416,-0.192268,2.660429,0.0,1.048507,0.28334,1.108262,0.0,2.516416,0.20714,2.577061
