base_size,layer_index,petal_index,opening_degree,cp1_x,cp1_y,cp2_x,cp2_y,cp3_x,cp3_y,cp4_x,cp4_y,cp5_x,cp5_y,extrude_depth
3.93695,2,12,0.363345,-0.313562,0.0,-0.634864,1.719957,0.053273,4.133036,0.62974,1.710944,0.307702,0.0,0.014546
5.217801,0,0,0.395398,-0.345567,0.0,-0.668254,1.811821,-0.002152,4.671385,0.699665,1.866726,0.338606,0.0,0.023537
5.217801,0,1,0.395398,-0.339579,0.0,-0.667485,1.751158,-0.013707,4.408342,0.678104,1.857227,0.342227,0.0,0.023356
5.217801,0,2,0.395398,-0.347934,0.0,-0.680162,1.703649,0.010995,4.713493,0.695246,1.782568,0.335478,0.0,0.023085
5.217801,0,3,0.395398,-0.34222,0.0,-0.657894,1.861742,0.00541,4.525876,0.673335,1.827189,0.334758,0.0,0.022791
5.217801,0,4,0.395398,-0.355474,0.0,-0.673493,1.718628,-0.000684,4.572235,0.678554,1.810587,0.33574,0.0,0.022966
5.217801,1,0,0.395398,-0.375786,0.0,-0.745414,2.153508,0.04896,5.324691,0.757416,2.041324,0.377579,0.0,0.021122
5.217801,1,1,0.395398,-0.368243,0.0,-0.739593,2.054106,0.038498,4.964882,0.756269,2.04555,0.389628,0.0,0.022095
5.217801,1,2,0.395398,-0.391716,0.0,-0.786638,2.031673,0.035671,5.427177,0.714196,2.011106,0.373226,0.0,0.019718
5.217801,1,3,0.395398,-0.380376,0.0,-0.739727,1.976207,0.05369,4.985858,0.766999,2.036829,0.391133,0.0,0.020569
5.217801,1,4,0.395398,-0.394515,0.0,-0.808156,1.981272,0.034551,4.92564,0.741332,2.091125,0.373156,0.0,0.020441
5.217801,1,5,0.395398,-0.405534,0.0,-0.776375,1.982247,0.030812,5.115098,0.734366,1.948664,0.387091,0.0,0.020812
5.217801,1,6,0.395398,-0.371706,0.0,-0.745614,2.107179,0.030872,5.051715,0.774216,2.15063,0.37617,0.0,0.021473
5.217801,1,7,0.395398,-0.397133,0.0,-0.738155,1.926058,0.056627,5.026018,0.732239,2.040167,0.386967,0.0,0.021249
5.217801,2,0,0.395398,-0.420294,0.0,-0.890551,2.35293,0.086626,5.248959,0.816619,2.289317,0.435281,0.0,0.018071
5.217801,2,1,0.395398,-0.423851,0.0,-0.861534,2.302392,0.080255,5.760889,0.852544,2.298601,0.41245,0.0,0.018942
5.217801,2,2,0.395398,-0.411215,0.0,-0.838732,2.26598,0.084589,5.474943,0.844497,2.225312,0.428982,0.0,0.01779
5.217801,2,3,0.395398,-0.398901,0.0,-0.827973,2.371914,0.086312,5.855662,0.844809,2.252001,0.423954,0.0,0.019149
5.217801,2,4,0.395398,-0.416742,0.0,-0.855623,2.219025,0.097432,5.870215,0.885555,2.173482,0.433593,0.0,0.017336
5.217801,2,5,0.395398,-0.422333,0.0,-0.838282,2.322928,0.084576,5.692315,0.85078,2.205647,0.422238,0.0,0.018633
5.217801,2,6,0.395398,-0.415545,0.0,-0.86879,2.312534,0.067899,5.642901,0.830516,2.285419,0.430039,0.0,0.018694
5.217801,2,7,0.395398,-0.438407,0.0,-0.834802,2.19725,0.080969,5.556689,0.858457,2.307076,0.423265,0.0,0.01885
5.217801,2,8,0.395398,-0.419731,0.0,-0.887617,2.233426,0.081471,5.662611,0.834036,2.209801,0.455928,0.0,0.018329
5.217801,2,9,0.395398,-0.427594,0.0,-0.839161,2.283117,0.080505,5.945171,0.850091,2.269074,0.424085,0.0,0.018949
5.217801,2,10,0.395398,-0.439207,0.0,-0.856665,2.31468,0.078289,5.794345,0.853469,2.190519,0.423484,0.0,0.018662
5.217801,2,11,0.395398,-0.41526,0.0,-0.812892,2.284124,0.093695,5.438124,0.812042,2.213769,0.419536,0.0,0.018589
5.217801,2,12,0.395398,-0.416979,0.0,-0.864198,2.183743,0.064364,5.754596,0.821687,2.244195,0.411064,0.0,0.017814
5.642834,0,0,0.805409,-0.385256,0.0,-0.792943,1.742492,0.007545,4.376046,0.803646,1.678751,0.389195,0.0,0.021061
5.642834,0,1,0.805409,-0.399044,0.0,-0.781261,1.672048,0.005992,4.206658,0.774196,1.689752,0.377939,0.0,0.022467
5.642834,0,2,0.805409,-0.410715,0.0,-0.750456,1.742183,0.01483,4.268266,0.798574,1.63862,0.383967,0.0,0.021113
5.642834,0,3,0.805409,-0.392892,0.0,-0.799773,1.791936,-0.009621,4.244737,0.791979,1.689285,0.37884,0.0,0.021302
5.642834,0,4,0.805409,-0.406177,0.0,-0.816024,1.793189,-0.008243,4.418855,0.802653,1.672737,0.391534,0.0,0.021508
5.642834,1,0,0.805409,-0.461193,0.0,-0.882164,1.952331,0.078549,4.917117,0.885141,1.945013,0.454723,0.0,0.01869
5.642834,1,1,0.805409,-0.445651,0.0,-0.855347,1.955245,0.080007,4.99561,0.854408,1.98318,0.444528,0.0,0.019314
5.642834,1,2,0.805409,-0.433478,0.0,-0.891612,2.0211,0.09196,4.907528,0.906423,2.05339,0.408513,0.0,0.019062
5.642834,1,3,0.805409,-0.43537,0.0,-0.934685,1.838285,0.10061,5.163151,0.894535,1.933656,0.433262,0.0,0.019994
5.642834,1,4,0.805409,-0.464332,0.0,-0.881724,1.965782,0.085528,4.84888,0.909812,2.01836,0.442834,0.0,0.018832
5.642834,1,5,0.805409,-0.421656,0.0,-0.90246,1.989914,0.093397,5.000566,0.865028,1.874461,0.45801,0.0,0.019431
5.642834,1,6,0.805409,-0.449733,0.0,-0.87766,1.985397,0.080984,4.659128,0.861384,1.932086,0.443975,0.0,0.019706
5.642834,1,7,0.805409,-0.438279,0.0,-0.879271,1.834476,0.092478,4.632882,0.870338,1.898568,0.463067,0.0,0.01923
5.642834,2,0,0.805409,-0.48299,0.0,-1.014595,2.143251,0.194244,5.229989,0.976459,2.188266,0.507973,0.0,0.01751
5.642834,2,1,0.805409,-0.528924,0.0,-0.978742,2.117546,0.17892,5.58422,1.032411,2.026595,0.472886,0.0,0.017361
5.642834,2,2,0.805409,-0.469008,0.0,-0.972946,2.156701,0.179449,5.215911,0.987789,2.066256,0.493104,0.0,0.017377
5.642834,2,3,0.805409,-0.509861,0.0,-0.919369,2.174149,0.160441,5.219884,0.969534,2.04819,0.499643,0.0,0.017489
5.642834,2,4,0.805409,-0.500571,0.0,-0.906403,2.214353,0.194713,5.312663,1.052796,2.210924,0.461007,0.0,0.017131
5.642834,2,5,0.805409,-0.500301,0.0,-0.974013,2.33574,0.181921,5.41458,0.987587,2.100931,0.511718,0.0,0.017595
5.642834,2,6,0.805409,-0.476521,0.0,-0.976676,2.184416,0.174022,5.706605,0.99201,2.140279,0.479057,0.0,0.016239
5.642834,2,7,0.805409,-0.472882,0.0,-1.012634,2.170142,0.161526,5.319645,1.028363,2.223759,0.509142,0.0,0.01816
5.642834,2,8,0.805409,-0.472201,0.0,-1.021232,2.228917,0.183865,5.581754,0.985449,2.123225,0.487093,0.0,0.017531
5.642834,2,9,0.805409,-0.500382,0.0,-1.040182,2.121946,0.182448,5.419179,0.974166,2.206654,0.47456,0.0,0.017627
5.642834,2,10,0.805409,-0.485606,0.0,-0.990593,2.147966,0.173146,5.458387,0.938139,2.184253,0.492181,0.0,0.017541
5.642834,2,11,0.805409,-0.491468,0.0,-0.966746,2.242379,0.182781,5.554675,1.003141,2.136977,0.513634,0.0,0.01766
5.642834,2,12,0.805409,-0.469132,0.0,-1.001326,2.250175,0.180507,5.468889,0.965862,2.116431,0.492159,0.0,0.016821
3.376691,0,0,0.103428,-0.203496,0.0,-0.433955,1.306458,0.002299,3.118636,0.408803,1.231374,0.203579,0.0,0.016174
3.376691,0,1,0.103428,-0.21467,0.0,-0.428375,1.324973,-0.015887,3.267242,0.423672,1.267615,0.206496,0.0,0.016085
3.376691,0,2,0.103428,-0.204974,0.0,-0.400201,1.222561,0.003935,3.235065,0.417589,1.255671,0.199056,0.0,0.016521
3.376691,0,3,0.103428,-0.19844,0.0,-0.439971,1.164671,0.001478,3.089744,0.418256,1.275639,0.202217,0.0,0.016609
3.376691,0,4,0.103428,-0.210847,0.0,-0.373357,1.275109,-0.006963,3.243806,0.414137,1.199161,0.205017,0.0,0.015853
3.376691,1,0,0.103428,-0.234524,0.0,-0.487639,1.441583,0.007035,3.619669,0.437279,1.437195,0.239415,0.0,0.015025
3.376691,1,1,0.103428,-0.237425,0.0,-0.444028,1.376911,0.010278,3.609929,0.450796,1.396822,0.227094,0.0,0.014727
3.376691,1,2,0.103428,-0.231619,0.0,-0.468586,1.468217,0.010503,3.534927,0.465721,1.407296,0.241899,0.0,0.014677
3.376691,1,3,0.103428,-0.225614,0.0,-0.442499,1.365565,0.01028,3.568418,0.444285,1.507244,0.218359,0.0,0.014061
3.376691,1,4,0.103428,-0.227653,0.0,-0.477308,1.433314,0.004504,3.448126,0.482116,1.43795,0.231501,0.0,0.015042
3.376691,1,5,0.103428,-0.236472,0.0,-0.475949,1.429107,0.009653,3.442025,0.445428,1.422889,0.236165,0.0,0.015026
3.376691,1,6,0.103428,-0.237243,0.0,-0.437786,1.427101,0.00183,3.62585,0.479236,1.314092,0.231956,0.0,0.015401
3.376691,1,7,0.103428,-0.224078,0.0,-0.463796,1.358746,0.013886,3.682659,0.443279,1.476044,0.231704,0.0,0.014517
3.376691,2,0,0.103428,-0.245749,0.0,-0.490749,1.624674,0.011294,3.964041,0.518445,1.653194,0.252934,0.0,0.013196
3.376691,2,1,0.103428,-0.2505,0.0,-0.510268,1.655613,0.012891,3.951259,0.512789,1.578238,0.263885,0.0,0.012837
3.376691,2,2,0.103428,-0.256319,0.0,-0.512045,1.601043,0.014049,3.821875,0.516937,1.583272,0.255648,0.0,0.013391
3.376691,2,3,0.103428,-0.257453,0.0,-0.511006,1.497769,0.013534,4.129328,0.506607,1.604239,0.24771,0.0,0.012747
3.376691,2,4,0.103428,-0.256522,0.0,-0.507446,1.525893,0.017567,3.823102,0.49433,1.611568,0.266915,0.0,0.012961
3.376691,2,5,0.103428,-0.260542,0.0,-0.504316,1.492682,0.003757,3.94931,0.506166,1.611103,0.257008,0.0,0.01339
3.376691,2,6,0.103428,-0.269423,0.0,-0.534201,1.60536,0.010238,3.648367,0.508348,1.648816,0.251315,0.0,0.013612
3.376691,2,7,0.103428,-0.261075,0.0,-0.515797,1.530261,0.016036,4.03072,0.508195,1.597474,0.2638,0.0,0.012911
3.376691,2,8,0.103428,-0.262933,0.0,-0.502747,1.578983,0.01606,3.875794,0.495323,1.551783,0.259722,0.0,0.013224
3.376691,2,9,0.103428,-0.261055,0.0,-0.52803,1.602954,0.017375,3.538698,0.522297,1.471993,0.256197,0.0,0.013052
3.376691,2,10,0.103428,-0.261007,0.0,-0.527978,1.471729,0.014723,3.837984,0.517161,1.588536,0.25679,0.0,0.013339
3.376691,2,11,0.103428,-0.247117,0.0,-0.516426,1.575608,0.023572,3.867379,0.503041,1.534487,0.264596,0.0,0.01213
3.376691,2,12,0.103428,-0.245818,0.0,-0.539802,1.581261,0.004649,3.915667,0.513971,1.610159,0.262032,0.0,0.013764
6.201855,0,0,0.220854,-0.398685,0.0,-0.772615,2.29368,0.004016,5.585973,0.783704,2.219764,0.400669,0.0,0.029086
6.201855,0,1,0.220854,-0.373457,0.0,-0.762309,2.319205,0.012329,5.838803,0.771501,2.365175,0.394504,0.0,0.028486
6.201855,0,2,0.220854,-0.392552,0.0,-0.754838,2.163706,-0.004065,5.8285,0.771236,2.23362,0.382642,0.0,0.029617
6.201855,0,3,0.220854,-0.413976,0.0,-0.774939,2.301539,0.016729,5.693538,0.784663,2.210273,0.383063,0.0,0.027346
6.201855,0,4,0.220854,-0.380872,0.0,-0.803179,2.351833,-0.009383,5.84992,0.80789,2.292407,0.418732,0.0,0.028249
6.201855,1,0,0.220854,-0.412709,0.0,-0.878305,2.417166,0.02281,6.350116,0.865136,2.490471,0.465521,0.0,0.026448
6.201855,1,1,0.220854,-0.432854,0.0,-0.860122,2.525024,0.039634,6.178846,0.865722,2.545554,0.421438,0.0,0.02667
6.201855,1,2,0.220854,-0.437232,0.0,-0.830535,2.421623,0.036205,6.488461,0.890412,2.552114,0.448717,0.0,0.026842
6.201855,1,3,0.220854,-0.437234,0.0,-0.851482,2.584448,0.023318,6.354459,0.876659,2.518683,0.435954,0.0,0.026738
6.201855,1,4,0.220854,-0.445557,0.0,-0.887589,2.506461,0.032994,6.310074,0.821244,2.490911,0.443229,0.0,0.0262
6.201855,1,5,0.220854,-0.42706,0.0,-0.896036,2.415403,0.015482,6.142814,0.902312,2.651006,0.443921,0.0,0.025617
6.201855,1,6,0.220854,-0.40595,0.0,-0.8863,2.379679,0.04307,6.357848,0.911717,2.52569,0.435101,0.0,0.024806
6.201855,1,7,0.220854,-0.399736,0.0,-0.833283,2.479766,0.029209,6.207569,0.921872,2.590657,0.422389,0.0,0.027387
6.201855,2,0,0.220854,-0.487007,0.0,-1.008789,2.860851,0.057588,6.897459,1.009639,2.768678,0.509802,0.0,0.023456
6.201855,2,1,0.220854,-0.50102,0.0,-0.936381,2.897506,0.045638,7.276719,0.989962,2.873613,0.476217,0.0,0.024284
6.201855,2,2,0.220854,-0.490174,0.0,-0.96075,2.69903,0.05525,7.095272,0.99755,2.642877,0.45461,0.0,0.023647
6.201855,2,3,0.220854,-0.487732,0.0,-0.99682,2.85945,0.030158,7.278824,0.980561,2.742125,0.490018,0.0,0.023648
6.201855,2,4,0.220854,-0.471461,0.0,-0.982902,2.637401,0.070809,7.043219,0.939137,2.843928,0.491525,0.0,0.022697
6.201855,2,5,0.220854,-0.495642,0.0,-0.996686,2.751749,0.070617,7.070309,0.98351,2.829209,0.485919,0.0,0.023298
6.201855,2,6,0.220854,-0.482498,0.0,-0.999917,2.746851,0.048348,6.821919,0.981884,2.828225,0.467141,0.0,0.022292
6.201855,2,7,0.220854,-0.494972,0.0,-1.024609,2.865412,0.055584,7.231337,0.97236,2.68552,0.516469,0.0,0.023466
6.201855,2,8,0.220854,-0.4885,0.0,-0.996221,2.74917,0.044303,7.149968,0.925553,2.843586,0.473963,0.0,0.023919
6.201855,2,9,0.220854,-0.465028,0.0,-0.996042,2.806124,0.077402,6.842021,1.002976,2.862168,0.484493,0.0,0.022094
6.201855,2,10,0.220854,-0.468479,0.0,-0.991714,2.796801,0.051736,6.984713,1.03256,2.742713,0.501748,0.0,0.022467
6.201855,2,11,0.220854,-0.487441,0.0,-1.025844,2.772457,0.0694,7.115556,0.983909,2.742075,0.507378,0.0,0.023651
6.201855,2,12,0.220854,-0.46777,0.0,-0.974099,2.963892,0.051636,6.800196,0.955357,2.907435,0.49537,0.0,0.022144
2.545789,0,0,0.859568,-0.169674,0.0,-0.370438,0.805434,0.003091,1.93935,0.375693,0.737628,0.180928,0.0,0.00937
2.545789,0,1,0.859568,-0.177466,0.0,-0.357563,0.718335,-0.002467,1.858861,0.362328,0.771171,0.179344,0.0,0.009153
2.545789,0,2,0.859568,-0.175022,0.0,-0.365108,0.792016,0.000423,1.887773,0.339366,0.753004,0.178586,0.0,0.009452
2.545789,0,3,0.859568,-0.177003,0.0,-0.344475,0.753538,-0.000712,1.895255,0.353379,0.755793,0.176815,0.0,0.009727
2.545789,0,4,0.859568,-0.168758,0.0,-0.348957,0.790528,-0.000955,1.979536,0.352977,0.762894,0.182895,0.0,0.009468
2.545789,1,0,0.859568,-0.191004,0.0,-0.40932,0.845769,0.044538,2.087613,0.403306,0.862395,0.200057,0.0,0.00855
2.545789,1,1,0.859568,-0.196277,0.0,-0.404985,0.881334,0.045875,2.256706,0.396668,0.851736,0.199209,0.0,0.008273
2.545789,1,2,0.859568,-0.211044,0.0,-0.402685,0.873144,0.042859,2.182657,0.40022,0.842541,0.203696,0.0,0.008718
2.545789,1,3,0.859568,-0.197505,0.0,-0.38723,0.876162,0.04001,2.106326,0.407585,0.878564,0.212951,0.0,0.008961
2.545789,1,4,0.859568,-0.198871,0.0,-0.388206,0.860935,0.046253,2.005978,0.397904,0.893163,0.193084,0.0,0.008561
2.545789,1,5,0.859568,-0.206647,0.0,-0.381797,0.863278,0.040739,2.054714,0.418764,0.821816,0.208715,0.0,0.008617
2.545789,1,6,0.859568,-0.201742,0.0,-0.410389,0.852121,0.043414,2.274075,0.408574,0.897524,0.196515,0.0,0.008356
2.545789,1,7,0.859568,-0.195706,0.0,-0.412157,0.869241,0.041569,2.089105,0.398206,0.852081,0.196692,0.0,0.008573
2.545789,2,0,0.859568,-0.223946,0.0,-0.432684,1.022382,0.086233,2.311033,0.443205,0.998494,0.216864,0.0,0.007552
2.545789,2,1,0.859568,-0.222628,0.0,-0.434501,1.014656,0.093656,2.473194,0.458971,0.93663,0.222902,0.0,0.00772
2.545789,2,2,0.859568,-0.232151,0.0,-0.470087,0.947072,0.09039,2.409646,0.431617,0.966952,0.22485,0.0,0.008063
2.545789,2,3,0.859568,-0.209128,0.0,-0.456356,0.912985,0.089268,2.384089,0.445025,0.952994,0.226473,0.0,0.007991
2.545789,2,4,0.859568,-0.233838,0.0,-0.434729,0.933937,0.087477,2.37972,0.435589,0.937827,0.217779,0.0,0.007425
2.545789,2,5,0.859568,-0.228435,0.0,-0.485247,0.960305,0.083208,2.243574,0.464413,0.918901,0.228706,0.0,0.007723
2.545789,2,6,0.859568,-0.231196,0.0,-0.449098,1.036178,0.088265,2.449509,0.445621,0.989495,0.217162,0.0,0.007543
2.545789,2,7,0.859568,-0.228105,0.0,-0.454248,0.954769,0.093554,2.300879,0.448152,0.974391,0.220657,0.0,0.007665
2.545789,2,8,0.859568,-0.212108,0.0,-0.439112,0.967416,0.08958,2.37763,0.459879,0.972207,0.225936,0.0,0.007672
2.545789,2,9,0.859568,-0.228303,0.0,-0.454099,0.932089,0.084325,2.460272,0.470674,0.91012,0.221577,0.0,0.00773
2.545789,2,10,0.859568,-0.225538,0.0,-0.431664,0.915866,0.086611,2.435304,0.458142,0.988151,0.222094,0.0,0.007587
2.545789,2,11,0.859568,-0.212743,0.0,-0.462971,1.022525,0.091406,2.467665,0.467734,0.918871,0.217443,0.0,0.007947
2.545789,2,12,0.859568,-0.216507,0.0,-0.467799,0.991314,0.087602,2.387935,0.434167,0.965293,0.217318,0.0,0.007359
4.474588,0,0,0.46327,-0.305009,0.0,-0.610594,1.555475,0.001685,3.526112,0.566178,1.517629,0.298005,0.0,0.020201
4.474588,0,1,0.46327,-0.29229,0.0,-0.578915,1.498864,0.00376,3.768088,0.556773,1.492749,0.286298,0.0,0.019507
4.474588,0,2,0.46327,-0.281568,0.0,-0.581256,1.4853,0.001077,3.621445,0.597751,1.470736,0.287957,0.0,0.018995
4.474588,0,3,0.46327,-0.299601,0.0,-0.557703,1.564183,-0.007388,3.898114,0.599576,1.556282,0.298578,0.0,0.01922
4.474588,0,4,0.46327,-0.290326,0.0,-0.582858,1.526388,-0.005339,3.842979,0.601868,1.517872,0.277722,0.0,0.019048
4.474588,1,0,0.46327,-0.333385,0.0,-0.693461,1.794709,0.043363,4.391718,0.67138,1.721452,0.341643,0.0,0.016945
4.474588,1,1,0.46327,-0.348134,0.0,-0.66289,1.714509,0.042556,4.419086,0.650333,1.730792,0.330671,0.0,0.017479
4.474588,1,2,0.46327,-0.317647,0.0,-0.65025,1.68881,0.044409,4.21352,0.650715,1.787254,0.334209,0.0,0.016901
4.474588,1,3,0.46327,-0.334927,0.0,-0.642436,1.608614,0.047848,4.468108,0.661874,1.661396,0.327184,0.0,0.017066
4.474588,1,4,0.46327,-0.330292,0.0,-0.662585,1.634275,0.042198,4.252041,0.62134,1.720286,0.317797,0.0,0.016645
4.474588,1,5,0.46327,-0.337427,0.0,-0.670009,1.650646,0.039605,4.36646,0.679365,1.752592,0.332116,0.0,0.017062
4.474588,1,6,0.46327,-0.351052,0.0,-0.656923,1.749686,0.046395,4.392464,0.653372,1.750116,0.338453,0.0,0.016383
4.474588,1,7,0.46327,-0.327459,0.0,-0.687796,1.632992,0.048776,4.316321,0.706033,1.672191,0.33427,0.0,0.016899
4.474588,2,0,0.46327,-0.365948,0.0,-0.729428,1.87455,0.082629,4.628433,0.726432,1.935007,0.375876,0.0,0.015632
4.474588,2,1,0.46327,-0.349411,0.0,-0.748533,1.939438,0.067781,4.78204,0.698857,2.014137,0.373364,0.0,0.01543
4.474588,2,2,0.46327,-0.355785,0.0,-0.745608,1.901042,0.071417,4.600122,0.715276,1.922309,0.360836,0.0,0.016302
4.474588,2,3,0.46327,-0.371285,0.0,-0.734303,1.929038,0.087832,4.571844,0.718466,1.985628,0.36888,0.0,0.015086
4.474588,2,4,0.46327,-0.375241,0.0,-0.768153,1.901034,0.074881,4.717601,0.738526,1.930103,0.374479,0.0,0.015728
4.474588,2,5,0.46327,-0.355919,0.0,-0.732543,1.841644,0.08579,4.51708,0.709465,1.832075,0.327936,0.0,0.015726
4.474588,2,6,0.46327,-0.350122,0.0,-0.715104,1.915653,0.088476,4.7929,0.727328,1.85715,0.34649,0.0,0.015782
4.474588,2,7,0.46327,-0.374346,0.0,-0.753531,1.887876,0.088632,4.901192,0.738446,1.973459,0.355886,0.0,0.015393
4.474588,2,8,0.46327,-0.366105,0.0,-0.712122,2.06102,0.082263,4.899352,0.760761,1.940099,0.354295,0.0,0.015361
4.474588,2,9,0.46327,-0.367901,0.0,-0.732536,1.809777,0.085869,4.770771,0.703676,1.881247,0.357731,0.0,0.015236
4.474588,2,10,0.46327,-0.366815,0.0,-0.727995,2.002033,0.075846,4.530239,0.735479,1.931832,0.344506,0.0,0.015348
4.474588,2,11,0.46327,-0.367088,0.0,-0.720625,1.989671,0.088778,4.478923,0.747425,1.856521,0.365009,0.0,0.015076
4.474588,2,12,0.46327,-0.344086,0.0,-0.758982,1.8993,0.082205,4.623895,0.711776,1.876209,0.380349,0.0,0.014977
5.35885,0,0,0.585417,-0.368081,0.0,-0.72292,1.745054,-0.00294,4.146354,0.683114,1.805127,0.356803,0.0,0.022183
5.35885,0,1,0.585417,-0.346551,0.0,-0.714308,1.69667,0.011694,4.301997,0.737697,1.714853,0.367138,0.0,0.022168
5.35885,0,2,0.585417,-0.353812,0.0,-0.757902,1.776987,-0.010785,4.181075,0.679068,1.776566,0.378219,0.0,0.02119
5.35885,0,3,0.585417,-0.371011,0.0,-0.682678,1.794699,0.000693,4.410844,0.733353,1.816052,0.334174,0.0,0.022066
5.35885,0,4,0.585417,-0.371933,0.0,-0.715753,1.860639,-1.3e-05,4.496941,0.69107,1.802099,0.364567,0.0,0.021543
5.35885,1,0,0.585417,-0.380711,0.0,-0.790038,1.820917,0.058195,5.008724,0.821345,1.937175,0.393247,0.0,0.020685
5.35885,1,1,0.585417,-0.443859,0.0,-0.785251,1.933581,0.056546,5.011045,0.810885,1.898201,0.393755,0.0,0.019415
5.35885,1,2,0.585417,-0.436606,0.0,-0.848656,1.973987,0.068242,4.856796,0.819394,2.110814,0.406313,0.0,0.020123
5.35885,1,3,0.585417,-0.403244,0.0,-0.791164,2.006153,0.076426,4.907646,0.820865,1.897096,0.410825,0.0,0.019912
5.35885,1,4,0.585417,-0.371005,0.0,-0.830177,1.937536,0.066402,4.880626,0.817656,1.975059,0.385453,0.0,0.01979
5.35885,1,5,0.585417,-0.392267,0.0,-0.81127,1.959675,0.056707,5.005745,0.800911,1.915388,0.383636,0.0,0.019744
5.35885,1,6,0.585417,-0.397707,0.0,-0.822441,2.002396,0.05173,5.01642,0.836124,1.920984,0.426692,0.0,0.019155
5.35885,1,7,0.585417,-0.40413,0.0,-0.840816,2.019665,0.058698,4.960383,0.851205,2.043047,0.413502,0.0,0.020506
5.35885,2,0,0.585417,-0.448079,0.0,-0.877114,2.196537,0.113488,5.361432,0.938798,2.285341,0.44046,0.0,0.018349
5.35885,2,1,0.585417,-0.440024,0.0,-0.909655,2.152329,0.126911,5.629689,0.907078,2.232076,0.448519,0.0,0.017222
5.35885,2,2,0.585417,-0.438604,0.0,-0.889884,2.131662,0.12488,5.555483,0.870679,2.156598,0.430659,0.0,0.017787
5.35885,2,3,0.585417,-0.444197,0.0,-0.86398,2.277935,0.119611,5.246831,0.876625,2.104474,0.455294,0.0,0.017282
5.35885,2,4,0.585417,-0.436057,0.0,-0.867177,2.291781,0.116429,5.441913,0.950588,2.143286,0.437564,0.0,0.0178
